oof_path,oof_stem,matched_submission,matched_source_path,overall_delta_vs_stage2_oof,q3s4_delta_vs_stage2_oof,q3_delta_vs_stage2_oof,s4_delta_vs_stage2_oof,q3s4_scenario_mean,q3s4_scenario_p90,q3s4_scenario_worst,q3s4_scenario_win_rate,pair_delta_vs_a2c8_p90,pair_beats_a2c8_rate,pair_probe_gate,pair_control_better_than_a2c8_gate,pair_submit_gate,pair_selector_conflict,bad_axis_abs_load,mean_abs_move_vs_a2c8,candidate_family,selector_p90_delta_vs_a2c8_public,beats_a2c8_scenario_rate,scenario_majority_beats_a2c8,resolved_better_than_a2c8_gate,local_q3s4_strong,pair_public_positive,old_public_positive,q3s4_shape,oof_anchor_like,strict_s4q3_anchor_like
analysis_outputs/final_public_entropyproj_public2d0_g100_oof.npy,public_entropyproj_public2d0_g100,submission_public_entropyproj_public2d0_g100.csv,analysis_outputs/submission_public_entropyproj_public2d0_g100.csv,-0.013852315667728599,-0.020049688070604477,-0.02918713664794592,-0.010912239493263032,-0.018859077002075498,-0.0046937392501843304,0.04053282293629218,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropyproj_proj0_g100_oof.npy,public_entropyproj_proj0_g100,submission_public_entropyproj_proj0_g100.csv,analysis_outputs/submission_public_entropyproj_proj0_g100.csv,-0.013627289922389374,-0.019721470094539006,-0.028673286700581335,-0.010769653488496678,-0.01852414045750706,-0.004568181523279856,0.040268469375499605,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_minimaxens_r01_a6_h422045_oof.npy,public_minimaxens_r01_a6_h422045,submission_public_minimaxens_r01_a6_h422045.csv,analysis_outputs/submission_public_minimaxens_r01_a6_h422045.csv,-0.013198599108682818,-0.019678723845570734,-0.028785852003016865,-0.010571595688124602,-0.018710426001071936,-0.00658877525060586,0.03140483609887873,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_minimaxens_r08_a10_h869363_oof.npy,public_minimaxens_r08_a10_h869363,submission_public_minimaxens_r08_a10_h869363.csv,analysis_outputs/submission_public_minimaxens_r08_a10_h869363.csv,-0.013198152289962128,-0.019678534286098837,-0.028784662293031005,-0.010572406279166668,-0.018709715854090956,-0.006585138054699585,0.03141748374205561,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_minimaxens_r07_a12_h981086_oof.npy,public_minimaxens_r07_a12_h981086,submission_public_minimaxens_r07_a12_h981086.csv,analysis_outputs/submission_public_minimaxens_r07_a12_h981086.csv,-0.013197426406002633,-0.019677206416784332,-0.028782245946216922,-0.010572166887351742,-0.018708289309027817,-0.006584311423674698,0.03141620193264116,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_minimaxens_r05_a10_h506746_oof.npy,public_minimaxens_r05_a10_h506746,submission_public_minimaxens_r05_a10_h506746.csv,analysis_outputs/submission_public_minimaxens_r05_a10_h506746.csv,-0.01318705138684828,-0.019671132500465593,-0.02877093081765769,-0.010571334183273495,-0.018701518930323378,-0.006578695100027131,0.031413300386086584,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_universeens_u80_r01_07c571e6_oof.npy,public_universeens_u80_r01_07c571e6,submission_public_universeens_u80_r01_07c571e6.csv,analysis_outputs/submission_public_universeens_u80_r01_07c571e6.csv,-0.013187747618273349,-0.019669892598466188,-0.028770212050876043,-0.010569573146056332,-0.018701086955699355,-0.006584335509858496,0.0313898438813604,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_universeens_u80_r04_8b6653a9_oof.npy,public_universeens_u80_r04_8b6653a9,submission_public_universeens_u80_r04_8b6653a9.csv,analysis_outputs/submission_public_universeens_u80_r04_8b6653a9.csv,-0.013184746631344058,-0.019669656349795395,-0.028768736545752405,-0.010570576153838385,-0.018700203725113603,-0.006579615893343615,0.03140412068494708,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_minimaxens_r04_a11_h082844_oof.npy,public_minimaxens_r04_a11_h082844,submission_public_minimaxens_r04_a11_h082844.csv,analysis_outputs/submission_public_minimaxens_r04_a11_h082844.csv,-0.013186316789417063,-0.019668510778664106,-0.028767133988865767,-0.010569887568462444,-0.018699333616478846,-0.006581483971903506,0.03139665301660888,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_universeens_u80_r03_72e58bdb_oof.npy,public_universeens_u80_r03_72e58bdb,submission_public_universeens_u80_r03_72e58bdb.csv,analysis_outputs/submission_public_universeens_u80_r03_72e58bdb.csv,-0.013186316789417063,-0.019668510778664106,-0.028767133988865767,-0.010569887568462444,-0.018699333616478846,-0.006581483971903506,0.03139665301660888,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_minimaxens_r06_a9_h512521_oof.npy,public_minimaxens_r06_a9_h512521,submission_public_minimaxens_r06_a9_h512521.csv,analysis_outputs/submission_public_minimaxens_r06_a9_h512521.csv,-0.013182384160397076,-0.019668086968182952,-0.02876592281336854,-0.010570251122997365,-0.01869852429681186,-0.006578641361774984,0.03140177799879429,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_universeens_u80_r02_4c0e785c_oof.npy,public_universeens_u80_r02_4c0e785c,submission_public_universeens_u80_r02_4c0e785c.csv,analysis_outputs/submission_public_universeens_u80_r02_4c0e785c.csv,-0.013182384160397076,-0.019668086968182952,-0.02876592281336854,-0.010570251122997365,-0.01869852429681186,-0.006578641361774984,0.03140177799879429,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_minimaxens_r02_a13_h745897_oof.npy,public_minimaxens_r02_a13_h745897,submission_public_minimaxens_r02_a13_h745897.csv,analysis_outputs/submission_public_minimaxens_r02_a13_h745897.csv,-0.013184631397756497,-0.019667856427546038,-0.028766093239359858,-0.010569619615732218,-0.018698678281126414,-0.006581350386556033,0.031393222329676174,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_minimaxens_r03_a12_h597891_oof.npy,public_minimaxens_r03_a12_h597891,submission_public_minimaxens_r03_a12_h597891.csv,analysis_outputs/submission_public_minimaxens_r03_a12_h597891.csv,-0.01318127366198285,-0.019667466596053118,-0.028764572695203383,-0.010570360496902853,-0.018697744504258054,-0.006577479499368737,0.031404819398453465,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_universeens_u65_r02_c0e2b2f1_oof.npy,public_universeens_u65_r02_c0e2b2f1,submission_public_universeens_u65_r02_c0e2b2f1.csv,analysis_outputs/submission_public_universeens_u65_r02_c0e2b2f1.csv,-0.01341389266639037,-0.01965586037314565,-0.02872858770655362,-0.01058313303973768,-0.01877799934528261,-0.007281893552353818,0.027980387887694802,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropyproj_public2d0_g075_oof.npy,public_entropyproj_public2d0_g075,submission_public_entropyproj_public2d0_g075.csv,analysis_outputs/submission_public_entropyproj_public2d0_g075.csv,-0.013375385621244296,-0.01949844017687896,-0.02855927456623253,-0.010437605787525395,-0.018571477822950013,-0.0068409800215253605,0.02981682003583197,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q2_q3_s1_s2_s3_s4_g075_oof.npy,public_entropytm_public2d0_q1_q2_q3_s1_s2_s3_s4_g075,submission_public_entropytm_public2d0_q1_q2_q3_s1_s2_s3_s4_g075.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q2_q3_s1_s2_s3_s4_g075.csv,-0.013375385621244296,-0.01949844017687896,-0.02855927456623253,-0.010437605787525395,-0.018571477822950013,-0.0068409800215253605,0.02981682003583197,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q2_q3_s1_s3_s4_g075_oof.npy,public_entropytm_public2d0_q1_q2_q3_s1_s3_s4_g075,submission_public_entropytm_public2d0_q1_q2_q3_s1_s3_s4_g075.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q2_q3_s1_s3_s4_g075.csv,-0.012518047835417767,-0.01949844017687896,-0.02855927456623253,-0.010437605787525395,-0.018571477822950013,-0.0068409800215253605,0.02981682003583197,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q2_q3_s2_s3_s4_g075_oof.npy,public_entropytm_public2d0_q1_q2_q3_s2_s3_s4_g075,submission_public_entropytm_public2d0_q1_q2_q3_s2_s3_s4_g075.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q2_q3_s2_s3_s4_g075.csv,-0.01215320679211973,-0.01949844017687896,-0.02855927456623253,-0.010437605787525395,-0.018571477822950013,-0.0068409800215253605,0.02981682003583197,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q2_q3_s3_s4_g075_oof.npy,public_entropytm_public2d0_q1_q2_q3_s3_s4_g075,submission_public_entropytm_public2d0_q1_q2_q3_s3_s4_g075.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q2_q3_s3_s4_g075.csv,-0.011295869006293091,-0.01949844017687896,-0.02855927456623253,-0.010437605787525395,-0.018571477822950013,-0.0068409800215253605,0.02981682003583197,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q3_s1_s2_s3_s4_g075_oof.npy,public_entropytm_public2d0_q1_q3_s1_s2_s3_s4_g075,submission_public_entropytm_public2d0_q1_q3_s1_s2_s3_s4_g075.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q3_s1_s2_s3_s4_g075.csv,-0.013345737081333131,-0.01949844017687896,-0.02855927456623253,-0.010437605787525395,-0.018571477822950013,-0.0068409800215253605,0.02981682003583197,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q3_s1_s2_s4_g075_oof.npy,public_entropytm_public2d0_q1_q3_s1_s2_s4_g075,submission_public_entropytm_public2d0_q1_q3_s1_s2_s4_g075.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q3_s1_s2_s4_g075.csv,-0.012019152447151571,-0.01949844017687896,-0.02855927456623253,-0.010437605787525395,-0.018571477822950013,-0.0068409800215253605,0.02981682003583197,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q3_s1_s3_s4_g075_oof.npy,public_entropytm_public2d0_q1_q3_s1_s3_s4_g075,submission_public_entropytm_public2d0_q1_q3_s1_s3_s4_g075.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q3_s1_s3_s4_g075.csv,-0.012488399295506603,-0.01949844017687896,-0.02855927456623253,-0.010437605787525395,-0.018571477822950013,-0.0068409800215253605,0.02981682003583197,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q3_s2_s3_s4_g075_oof.npy,public_entropytm_public2d0_q1_q3_s2_s3_s4_g075,submission_public_entropytm_public2d0_q1_q3_s2_s3_s4_g075.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q3_s2_s3_s4_g075.csv,-0.012123558252208566,-0.01949844017687896,-0.02855927456623253,-0.010437605787525395,-0.018571477822950013,-0.0068409800215253605,0.02981682003583197,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q3_s2_s4_g075_oof.npy,public_entropytm_public2d0_q1_q3_s2_s4_g075,submission_public_entropytm_public2d0_q1_q3_s2_s4_g075.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q3_s2_s4_g075.csv,-0.010796973618026895,-0.01949844017687896,-0.02855927456623253,-0.010437605787525395,-0.018571477822950013,-0.0068409800215253605,0.02981682003583197,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q3_s3_s4_g075_oof.npy,public_entropytm_public2d0_q1_q3_s3_s4_g075,submission_public_entropytm_public2d0_q1_q3_s3_s4_g075.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q3_s3_s4_g075.csv,-0.011266220466382038,-0.01949844017687896,-0.02855927456623253,-0.010437605787525395,-0.018571477822950013,-0.0068409800215253605,0.02981682003583197,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_maskaware_t35_r01_2d5fa124_oof.npy,public_maskaware_t35_r01_2d5fa124,submission_public_maskaware_t35_r01_2d5fa124.csv,analysis_outputs/submission_public_maskaware_t35_r01_2d5fa124.csv,-0.013276155161311864,-0.01941450602147876,-0.02790712541009699,-0.010921886632860534,-0.01862549950232018,-0.00991565222825432,0.02326567880827668,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_universeens_u65_r01_365a84a6_oof.npy,public_universeens_u65_r01_365a84a6,submission_public_universeens_u65_r01_365a84a6.csv,analysis_outputs/submission_public_universeens_u65_r01_365a84a6.csv,-0.013213166107813312,-0.019223190680530078,-0.028102380772840108,-0.010344000588220048,-0.0184131489089017,-0.007373037523955815,0.025658138462412716,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropyproj_proj0_g075_oof.npy,public_entropyproj_proj0_g075,submission_public_entropyproj_proj0_g075.csv,analysis_outputs/submission_public_entropyproj_proj0_g075.csv,-0.013137249804669238,-0.01911262972583616,-0.027942910230708273,-0.010282349220964049,-0.018177926148997176,-0.006793217479467517,0.029477704324967657,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_universeens_u65_r03_cf973915_oof.npy,public_universeens_u65_r03_cf973915,submission_public_universeens_u65_r03_cf973915.csv,analysis_outputs/submission_public_universeens_u65_r03_cf973915.csv,-0.012635505523783563,-0.018963752909831655,-0.027774675966072193,-0.010152829853591117,-0.018070299258996416,-0.0065832968895613905,0.028094075392254503,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_universeens_u65_r04_dc6f3303_oof.npy,public_universeens_u65_r04_dc6f3303,submission_public_universeens_u65_r04_dc6f3303.csv,analysis_outputs/submission_public_universeens_u65_r04_dc6f3303.csv,-0.012772142601982672,-0.018700036853104784,-0.027217429198215237,-0.010182644507994332,-0.01786242996264189,-0.00711496524472783,0.025956363955615736,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_maskaware_t35_r03_cac1b720_oof.npy,public_maskaware_t35_r03_cac1b720,submission_public_maskaware_t35_r03_cac1b720.csv,analysis_outputs/submission_public_maskaware_t35_r03_cac1b720.csv,-0.012574198513042756,-0.018292992931358998,-0.026234792103362214,-0.010351193759355781,-0.017644564485950982,-0.007773700140139263,0.02022447606115768,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_maskplausens_r05_e8325bb7_oof.npy,public_maskplausens_r05_e8325bb7,submission_public_maskplausens_r05_e8325bb7.csv,analysis_outputs/submission_public_maskplausens_r05_e8325bb7.csv,-0.012309000680321924,-0.0181730803987033,-0.026510511516108504,-0.009835649281298098,-0.01739559101039168,-0.007136904296048157,0.023850470659960044,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_maskplausens_r04_161f5469_oof.npy,public_maskplausens_r04_161f5469,submission_public_maskplausens_r04_161f5469.csv,analysis_outputs/submission_public_maskplausens_r04_161f5469.csv,-0.012299158128470156,-0.018100734445950284,-0.026345617348799588,-0.00985585154310098,-0.017327423592374356,-0.00720030792525682,0.023740096081496798,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropyproj_public2d0_g050_oof.npy,public_entropyproj_public2d0_g050,submission_public_entropyproj_public2d0_g050.csv,analysis_outputs/submission_public_entropyproj_public2d0_g050.csv,-0.011906074240298992,-0.017472540151620974,-0.025869446877880953,-0.009075633425360996,-0.01679235774875222,-0.007609240815679737,0.02083409669319347,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q2_q3_s1_s2_s3_s4_g050_oof.npy,public_entropytm_public2d0_q1_q2_q3_s1_s2_s3_s4_g050,submission_public_entropytm_public2d0_q1_q2_q3_s1_s2_s3_s4_g050.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q2_q3_s1_s2_s3_s4_g050.csv,-0.011906074240298992,-0.017472540151620974,-0.025869446877880953,-0.009075633425360996,-0.01679235774875222,-0.007609240815679737,0.02083409669319347,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q2_q3_s1_s2_s4_g050_oof.npy,public_entropytm_public2d0_q1_q2_q3_s1_s2_s4_g050,submission_public_entropytm_public2d0_q1_q2_q3_s1_s2_s4_g050.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q2_q3_s1_s2_s4_g050.csv,-0.01088223342348238,-0.017472540151620974,-0.025869446877880953,-0.009075633425360996,-0.01679235774875222,-0.007609240815679737,0.02083409669319347,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q2_q3_s1_s3_s4_g050_oof.npy,public_entropytm_public2d0_q1_q2_q3_s1_s3_s4_g050,submission_public_entropytm_public2d0_q1_q2_q3_s1_s3_s4_g050.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q2_q3_s1_s3_s4_g050.csv,-0.011235222450302507,-0.017472540151620974,-0.025869446877880953,-0.009075633425360996,-0.01679235774875222,-0.007609240815679737,0.02083409669319347,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q2_q3_s2_s3_s4_g050_oof.npy,public_entropytm_public2d0_q1_q2_q3_s2_s3_s4_g050,submission_public_entropytm_public2d0_q1_q2_q3_s2_s3_s4_g050.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q2_q3_s2_s3_s4_g050.csv,-0.010924140041320363,-0.017472540151620974,-0.025869446877880953,-0.009075633425360996,-0.01679235774875222,-0.007609240815679737,0.02083409669319347,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q2_q3_s2_s4_g050_oof.npy,public_entropytm_public2d0_q1_q2_q3_s2_s4_g050,submission_public_entropytm_public2d0_q1_q2_q3_s2_s4_g050.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q2_q3_s2_s4_g050.csv,-0.00990029922450375,-0.017472540151620974,-0.025869446877880953,-0.009075633425360996,-0.01679235774875222,-0.007609240815679737,0.02083409669319347,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q2_q3_s3_s4_g050_oof.npy,public_entropytm_public2d0_q1_q2_q3_s3_s4_g050,submission_public_entropytm_public2d0_q1_q2_q3_s3_s4_g050.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q2_q3_s3_s4_g050.csv,-0.010253288251323878,-0.017472540151620974,-0.025869446877880953,-0.009075633425360996,-0.01679235774875222,-0.007609240815679737,0.02083409669319347,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q3_s1_s2_s3_s4_g050_oof.npy,public_entropytm_public2d0_q1_q3_s1_s2_s3_s4_g050,submission_public_entropytm_public2d0_q1_q3_s1_s2_s3_s4_g050.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q3_s1_s2_s3_s4_g050.csv,-0.011824353487553174,-0.017472540151620974,-0.025869446877880953,-0.009075633425360996,-0.01679235774875222,-0.007609240815679737,0.02083409669319347,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q3_s1_s2_s4_g050_oof.npy,public_entropytm_public2d0_q1_q3_s1_s2_s4_g050,submission_public_entropytm_public2d0_q1_q3_s1_s2_s4_g050.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q3_s1_s2_s4_g050.csv,-0.010800512670736562,-0.017472540151620974,-0.025869446877880953,-0.009075633425360996,-0.01679235774875222,-0.007609240815679737,0.02083409669319347,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q3_s1_s3_s4_g050_oof.npy,public_entropytm_public2d0_q1_q3_s1_s3_s4_g050,submission_public_entropytm_public2d0_q1_q3_s1_s3_s4_g050.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q3_s1_s3_s4_g050.csv,-0.01115350169755669,-0.017472540151620974,-0.025869446877880953,-0.009075633425360996,-0.01679235774875222,-0.007609240815679737,0.02083409669319347,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q3_s1_s4_g050_oof.npy,public_entropytm_public2d0_q1_q3_s1_s4_g050,submission_public_entropytm_public2d0_q1_q3_s1_s4_g050.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q3_s1_s4_g050.csv,-0.010129660880740188,-0.017472540151620974,-0.025869446877880953,-0.009075633425360996,-0.01679235774875222,-0.007609240815679737,0.02083409669319347,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q3_s2_s3_s4_g050_oof.npy,public_entropytm_public2d0_q1_q3_s2_s3_s4_g050,submission_public_entropytm_public2d0_q1_q3_s2_s3_s4_g050.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q3_s2_s3_s4_g050.csv,-0.010842419288574434,-0.017472540151620974,-0.025869446877880953,-0.009075633425360996,-0.01679235774875222,-0.007609240815679737,0.02083409669319347,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
analysis_outputs/final_public_entropytm_public2d0_q1_q3_s2_s4_g050_oof.npy,public_entropytm_public2d0_q1_q3_s2_s4_g050,submission_public_entropytm_public2d0_q1_q3_s2_s4_g050.csv,analysis_outputs/submission_public_entropytm_public2d0_q1_q3_s2_s4_g050.csv,-0.009818578471757933,-0.017472540151620974,-0.025869446877880953,-0.009075633425360996,-0.01679235774875222,-0.007609240815679737,0.02083409669319347,0.9545454545454546,,,,,,,,,,,,,,True,False,False,False,False,False
